intID	RA_0h_score	RA_0h_N	RA_0h_N.1	RA_0h_N.2	RA_72h_score	RA_72h_N	RA_72h_N.1	RA_72h_N.2	baitID	otherEndID	seqnames_otherEnd	start_otherEnd	end_otherEnd	seqnames_bait	start_bait	end_bait	RA_0h_N.1_downsampled	RA_0h_N.2_downsampled	RA_72h_N.1_downsampled	RA_72h_N.2_downsampled	RA_0h_N_downsampled	RA_72h_N_downsampled	genename	RA_0h_rep1_score	RA_0h_rep2_score	RA_72h_rep1_score	RA_72h_rep2_score	K27ac_peaks_bait	K27me3_peaks_bait	K27ac_peaks_otherEnd	K27me3_peaks_otherEnd	clusters_refined
3958676;3959160	1.96096124284155	13	16	10	5.91675376133645	22	20	24	3958676	3959160	chr11	96536113	96537201	chr11	96343553	96345280	12.2329406190097	10	19.8234205154982	19.7662879429432	13	20.7859088404136	Hoxb3	1.71566291970862	0.976688791182045	4.29044924505048	3.34722941632628	TRUE	TRUE	FALSE	FALSE	interaction
3958676;3959166	1.98697844316027	13	15	11	5.08250194042533	19	11	25	3958676	3959166	chr11	96538695	96539181	chr11	96343553	96345280	11.4683818303216	11	10.902881283524	20.5898832738992	13	17.9514667258117	Hoxb3	1.55681922905045	1.19611415039862	1.87055805669788	3.90418903764079	TRUE	TRUE	FALSE	FALSE	interaction
3958676;3959172	4.78477482774729	22	28	15	7.1995931646448	25	21	28	3958676	3959172	chr11	96539974	96541708	chr11	96343553	96345280	21.4076460832669	15	20.8145915412731	23.0606692667671	22	23.6203509550154	Hoxb3	3.9243933559697	2.05220520685504	4.64380559588358	4.54011110102272	TRUE	TRUE	FALSE	FALSE	interaction
3958676;3959180,3958676;3959185	5.18341767160722	23	28	16	4.39754880108632	17	16	18	3958676	3959180,3959185	chr11	96543676	96546779	chr11	96343553	96345280	21.4076460832669	16	15.8587364123985	14.8247159572074	23	16.0618386494105	Hoxb3	3.98320337330575	2.29797043590446	3.30279173435014	3.0037348978397	TRUE	TRUE	FALSE	FALSE	interaction
3958676;3959194,3958676;3959195,3958676;3959196,3958676;3959200,3958676;3959203	4.68738381434938	21	27	14	7.0002695068636	23	20	26	3958676	3959194,3959195,3959196,3959200,3959203	chr11	96550095	96553990	chr11	96343553	96345280	20.6430872945788	14	19.8234205154982	21.4134786048551	21	21.7307228786142	Hoxb3	3.91690073574077	1.92645920725269	4.54081569625311	4.96130769433714	TRUE	TRUE	FALSE	FALSE	interaction
3958676;3959210,3958676;3959215,3958676;3959220,3958676;3959222,3958676;3959224	5.15674649285921	22	27	15	2.96221998961595	14	10	17	3958676	3959210,3959215,3959220,3959222,3959224	chr11	96555772	96561603	chr11	96343553	96345280	20.6430872945788	15	9.91171025774909	14.0011206262514	22	13.2273965348086	Hoxb3	4.02126672569156	2.20536594083207	1.47766835235478	2.46990602292211	TRUE	TRUE	FALSE	FALSE	interaction
3958676;3959231	1.00416932184902	9	9	8	6.53574891264524	21	24	19	3958676	3959231	chr11	96564902	96565206	chr11	96343553	96345280	6.88102909819294	8	23.7881046185978	15.6483112881634	9	19.841094802213	Hoxb3	0.564288484511392	0.651630114267759	6.03372165479068	3.50963824669525	TRUE	TRUE	FALSE	FALSE	interaction
3958676;3959263,3958676;3959265,3958676;3959268,3958676;3959273,3958676;3959277	1.73536943419903	12	14	9	5.28738826032462	19	17	20	3958676	3959263,3959265,3959268,3959273,3959277	chr11	96577316	96584304	chr11	96343553	96345280	10.7038230416335	9	16.8499074381734	16.4719066191193	12	17.9514667258117	Hoxb3	1.65845167838155	0.941355573689474	3.65851416972743	3.3814855746765	TRUE	TRUE	TRUE	FALSE	interaction
3958676;3959286	2.18544319555477	12	13	10	5.67106851150835	18	17	18	3958676	3959286	chr11	96586457	96586998	chr11	96343553	96345280	9.93926425294536	10	16.8499074381734	14.8247159572074	12	17.0066526876111	Hoxb3	1.50785376529726	1.23984544041522	4.22077404958608	3.01353493479219	TRUE	TRUE	FALSE	FALSE	interaction
3958676;3959309	1.55188689610241	10	11	9	6.99292956661214	19	13	24	3958676	3959309	chr11	96595510	96596141	chr11	96343553	96345280	8.41014667556915	9	12.8852233350738	19.7662879429432	10	17.9514667258117	Hoxb3	1.11600256776025	1.02584315152267	2.99778282525469	5.31500764592355	TRUE	TRUE	TRUE	FALSE	interaction
3958676;3959316,3958676;3959319	0.857214611868764	8	8	8	5.24509104871548	18	16	20	3958676	3959316,3959319	chr11	96597501	96600815	chr11	96343553	96345280	6.11647030950483	8	15.8587364123985	16.4719066191193	8	17.0066526876111	Hoxb3	0.441852645098502	0.767235202400533	3.40584357417583	3.63597392868603	TRUE	TRUE	FALSE	FALSE	interaction
3958676;3959342,3958676;3959344,3958676;3959349	0.574909095154103	7	6	8	5.78297829537352	16	12	20	3958676	3959342,3959344,3959349	chr11	96613360	96619028	chr11	96343553	96345280	4.58735273212863	8	11.8940523092989	16.4719066191193	7	15.1170246112099	Hoxb3	0.00347158622336607	0.82985660554038	2.82708842472078	4.46417539701208	TRUE	TRUE	FALSE	FALSE	interaction
3958676;3959355,3958676;3959357	1.79607629594491	11	14	7	6.50594356659707	17	13	20	3958676	3959355,3959357	chr11	96622627	96626375	chr11	96343553	96345280	10.7038230416335	7	12.8852233350738	16.4719066191193	11	16.0618386494105	Hoxb3	1.54482353171697	0.574460339392576	3.28796578033088	4.60419641790718	TRUE	TRUE	TRUE	FALSE	interaction
3958676;3959367	1.8307419244559	10	14	5	6.24767610392179	18	12	23	3958676	3959367	chr11	96630299	96631400	chr11	96343553	96345280	10.7038230416335	5	11.8940523092989	18.9426926119872	10	17.0066526876111	Hoxb3	2.08939549887889	0	2.64086464133987	5.65487389498307	TRUE	TRUE	FALSE	FALSE	interaction
3958676;3959406	2.37930902160412	11	15	5	5.19575667736156	14	19	9	3958676	3959406	chr11	96644886	96645747	chr11	96343553	96345280	11.4683818303216	5	18.8322494897233	7.4123579786037	11	13.2273965348086	Hoxb3	2.48952652366082	0.0141531260203589	5.91487404290152	1.36065688857663	TRUE	TRUE	TRUE	FALSE	interaction
3958676;3959434	2.0580368032852	10	11	9	5.96245219293032	16	12	20	3958676	3959434	chr11	96658132	96658786	chr11	96343553	96345280	8.41014667556915	9	11.8940523092989	16.4719066191193	10	15.1170246112099	Hoxb3	1.47730959952121	1.35866372895743	3.25937367805855	5.13716896549953	TRUE	TRUE	FALSE	FALSE	interaction
3958676;3959446,3958676;3959448	3.97202226763625	14	17	10	6.09494777319321	15	12	17	3958676	3959446,3959448	chr11	96664697	96667584	chr11	96343553	96345280	12.9974994076978	10	11.8940523092989	14.0011206262514	14	14.1722105730093	Hoxb3	3.27160456329401	1.73801193462794	3.32447457294538	4.20416383262787	TRUE	TRUE	FALSE	FALSE	interaction
3958676;3959473	3.17036071672797	12	13	10	8.82376826038646	19	20	18	3958676	3959473	chr11	96676549	96678270	chr11	96343553	96345280	9.93926425294536	10	19.8234205154982	14.8247159572074	12	17.9514667258117	Hoxb3	2.20492738030247	1.8253607382879	6.9280418319759	4.71601144662043	TRUE	TRUE	FALSE	FALSE	interaction
3958676;3959481	0.857595593046369	7	8	5	5.10339052206981	13	14	12	3958676	3959481	chr11	96680858	96681278	chr11	96343553	96345280	6.11647030950483	5	13.8763943608487	9.88314397147159	7	12.282582496608	Hoxb3	0.707014454612269	0.0673370951292611	4.36078107479225	2.60723502405098	TRUE	TRUE	FALSE	FALSE	interaction
3958676;3959915	5.9257206898586	13	14	11	4.86986999101975	11	10	12	3958676	3959915	chr11	96854820	96855567	chr11	96343553	96345280	10.7038230416335	11	9.91171025774909	9.88314397147159	13	10.3929544202068	Hoxb3	4.39661342575202	3.846997413483	3.60438526859095	4.09527783276066	TRUE	TRUE	FALSE	FALSE	interaction
3958676;3960283	5.23777505249434	10	8	12	0	3	2	3	3958676	3960283	chr11	97012324	97013398	chr11	96343553	96345280	6.11647030950483	12	1.98234205154982	2.4707859928679	10	2.83444211460185	Hoxb3	2.46365415623227	6.31199055412371	0	0	TRUE	TRUE	FALSE	FALSE	interaction
3958676;3960305	5.28781753130363	10	10	10	0	3	1	4	3958676	3960305	chr11	97018189	97018450	chr11	96343553	96345280	7.64558788688104	10	0.991171025774909	3.29438132382386	10	2.83444211460185	Hoxb3	3.79981836572087	4.86507522334183	0	0.124391869090889	TRUE	TRUE	FALSE	TRUE	interaction
3958676;3960319	5.32786558979026	10	10	9	0.0811986712615056	4	2	6	3958676	3960319	chr11	97022112	97023267	chr11	96343553	96345280	7.64558788688104	9	1.98234205154982	4.9415719857358	10	3.77925615280247	Hoxb3	3.83741569465478	4.14712436870661	0	1.14282926704147	TRUE	TRUE	TRUE	FALSE	interaction
