intID	RA_0h_score	RA_0h_N	RA_0h_N.1	RA_0h_N.2	RA_72h_score	RA_72h_N	RA_72h_N.1	RA_72h_N.2	baitID	otherEndID	seqnames_otherEnd	start_otherEnd	end_otherEnd	seqnames_bait	start_bait	end_bait	RA_0h_N.1_downsampled	RA_0h_N.2_downsampled	RA_72h_N.1_downsampled	RA_72h_N.2_downsampled	RA_0h_N_downsampled	RA_72h_N_downsampled	genename	RA_0h_rep1_score	RA_0h_rep2_score	RA_72h_rep1_score	RA_72h_rep2_score	K27ac_peaks_bait	K27me3_peaks_bait	K27ac_peaks_otherEnd	K27me3_peaks_otherEnd
3958676;3958503	7.37314308683945	64	72	55	2.31336216912162	19	20	18	3958676	3958503	chr11	96273619	96274200	chr11	96343553	96345280	55.0482327855435	55	19.8234205154982	14.8247159572074	64	17.9514667258117	Hoxb3	4.96721936696888	4.41997308373876	2.01020988849193	1.45972490123116	TRUE	TRUE	FALSE	TRUE
3958676;3958504	5.34467466944385	55	52	58	1.75522131668163	19	20	19	3958676	3958504	chr11	96274201	96274502	chr11	96343553	96345280	39.7570570117814	58	19.8234205154982	15.6483112881634	55	17.9514667258117	Hoxb3	3.44747450594509	4.66106801564631	1.79525334421357	1.33591125405423	TRUE	TRUE	FALSE	TRUE
3958676;3958505	7.61317175412988	78	91	61	2.66608995320905	25	14	34	3958676	3958505	chr11	96274503	96275383	chr11	96343553	96345280	69.5748497706175	61	13.8763943608487	28.0022412525028	78	23.6203509550154	Hoxb3	6.32383211123474	4.29599454979745	1.27590295443048	2.4412452417399	TRUE	TRUE	FALSE	TRUE
3958676;3958507	8.5567315507199	74	83	62	3.69824233663718	29	26	32	3958676	3958507	chr11	96275410	96276729	chr11	96343553	96345280	63.4583794611127	62	25.7704466701476	26.3550505905909	74	27.3996071078179	Hoxb3	5.65246757336674	4.91319586764053	2.67317006154492	2.81256216603712	TRUE	TRUE	FALSE	TRUE
3958676;3958512	6.63389624208675	69	69	69	3.39259942773711	26	28	24	3958676	3958512	chr11	96278583	96280168	chr11	96343553	96345280	52.7545564194792	69	27.7527887216974	19.7662879429432	69	24.565164993216	Hoxb3	4.44430375429618	4.67345594983259	2.80270561670737	1.95447790991795	TRUE	TRUE	FALSE	TRUE
3958676;3958514	8.35046545800805	77	86	65	3.10659860533507	27	26	27	3958676	3958514	chr11	96280841	96281511	chr11	96343553	96345280	65.752055827177	65	25.7704466701476	22.2370739358111	77	25.5099790314167	Hoxb3	5.51687607140838	4.85772350750311	2.52088977763167	2.19656514055045	TRUE	TRUE	FALSE	TRUE
3958676;3958517	8.33782789927672	78	80	76	2.55136200173662	22	24	20	3958676	3958517	chr11	96281897	96282748	chr11	96343553	96345280	61.1647030950484	76	23.7881046185978	16.4719066191193	78	20.7859088404136	Hoxb3	5.02856265625602	5.66275915944468	2.26711802503008	1.52687369650274	TRUE	TRUE	FALSE	TRUE
3958676;3958518	5.58716387634834	57	62	51	2.02358622075035	19	17	20	3958676	3958518	chr11	96282749	96283262	chr11	96343553	96345280	47.4026448986625	51	16.8499074381734	16.4719066191193	57	17.9514667258117	Hoxb3	3.77482506421642	3.64166620477389	1.49204321593259	1.51564711272441	TRUE	TRUE	FALSE	TRUE
3958676;3958519	10.3359227036535	95	110	77	2.67283444430233	26	24	28	3958676	3958519	chr11	96283263	96284265	chr11	96343553	96345280	84.1014667556915	77	23.7881046185978	23.0606692667671	95	24.565164993216	Hoxb3	6.93687640109044	5.63436025334525	2.22727372663445	1.77393118420472	TRUE	TRUE	TRUE	TRUE
3958676;3958520	8.06564142655902	78	86	68	1.88335583336039	20	14	25	3958676	3958520	chr11	96284266	96284679	chr11	96343553	96345280	65.752055827177	68	13.8763943608487	20.5898832738992	78	18.8962807640123	Hoxb3	5.28417898107459	4.88439845326876	1.02367638237253	1.93747639724967	TRUE	TRUE	TRUE	TRUE
3958676;3958522	7.60641394732148	75	77	73	2.93773691802207	25	23	26	3958676	3958522	chr11	96284761	96285534	chr11	96343553	96345280	58.871026728984	73	22.7969335928229	21.4134786048551	75	23.6203509550154	Hoxb3	4.64785763578706	5.22318750573181	2.08336542552651	2.01095894441491	TRUE	TRUE	TRUE	TRUE
3958676;3958525	6.49324497096928	67	82	48	2.07259067274286	20	16	24	3958676	3958525	chr11	96286117	96286495	chr11	96343553	96345280	62.6938206724246	48	15.8587364123985	19.7662879429432	67	18.8962807640123	Hoxb3	4.89633454920668	3.25890747083689	1.33029838150145	1.80906442563471	TRUE	TRUE	FALSE	TRUE
3958676;3958526	8.9917961259235	88	96	78	2.3719128187946	22	17	27	3958676	3958526	chr11	96286496	96287101	chr11	96343553	96345280	73.397643714058	78	16.8499074381734	22.2370739358111	88	20.7859088404136	Hoxb3	5.75819499100651	5.47981904243161	1.42409954412242	2.0585599526073	TRUE	TRUE	TRUE	TRUE
3958676;3958532	5.88900957400214	65	78	48	1.94823491110305	20	22	18	3958676	3958532	chr11	96289522	96290052	chr11	96343553	96345280	59.6355855176721	48	21.805762567048	14.8247159572074	65	18.8962807640123	Hoxb3	4.41444264955056	3.10166555769094	1.85994662398904	1.23527457616347	TRUE	TRUE	FALSE	TRUE
3958676;3958534	6.83330288038388	75	90	57	1.79047966473382	23	18	27	3958676	3958534	chr11	96291106	96291764	chr11	96343553	96345280	68.8102909819294	57	17.8410784639484	22.2370739358111	75	21.7307228786142	Hoxb3	5.02284979290033	3.65262162222123	1.21190940463616	1.94080184190386	TRUE	TRUE	FALSE	TRUE
3958676;3958537	6.63717993714615	75	85	62	1.60892819394827	20	24	16	3958676	3958537	chr11	96292739	96293278	chr11	96343553	96345280	64.9874970384889	62	23.7881046185978	13.1775252952955	75	18.8962807640123	Hoxb3	4.61086760552767	3.9045825244638	1.76814295601239	1.02822196694996	TRUE	TRUE	FALSE	TRUE
3958676;3958541	6.79110671768347	78	89	65	3.07717484039039	29	26	31	3958676	3958541	chr11	96294125	96294570	chr11	96343553	96345280	68.0457321932413	65	25.7704466701476	25.5314552596349	78	27.3996071078179	Hoxb3	4.74153886449959	4.02153681938052	2.10752248990209	2.17648435830194	TRUE	TRUE	FALSE	TRUE
3958676;3958542	6.99163669059526	81	83	78	3.21083840045213	36	40	33	3958676	3958542	chr11	96294571	96295906	chr11	96343553	96345280	63.4583794611127	78	39.6468410309963	27.1786459215469	81	34.0133053752222	Hoxb3	4.33636792783484	4.81717084483773	3.03746931837852	2.009042677333	TRUE	TRUE	FALSE	TRUE
3958676;3958547	5.37720875561685	67	70	63	1.98017909001826	24	21	26	3958676	3958547	chr11	96296328	96296723	chr11	96343553	96345280	53.5191152081673	63	20.8145915412731	21.4134786048551	67	22.6755369168148	Hoxb3	3.53162845833714	3.7500583843384	1.59302976114572	1.7312745407432	TRUE	TRUE	FALSE	TRUE
3958676;3958550	5.31333909643853	67	75	57	3.48331764985145	33	29	36	3958676	3958550	chr11	96296803	96297397	chr11	96343553	96345280	57.3419091516078	57	28.7439597474723	29.6494319144148	67	31.1788632606204	Hoxb3	3.76861232495952	3.3325522395443	2.28041604397169	2.46323697838465	TRUE	TRUE	FALSE	TRUE
3958676;3958559	6.70210282495577	85	99	67	3.67670493862389	36	32	39	3958676	3958559	chr11	96299938	96300289	chr11	96343553	96345280	75.6913200801223	67	31.7174728247971	32.1202179072827	85	34.0133053752222	Hoxb3	4.80907278928883	3.75895679736322	2.41499567068316	2.56028584426834	TRUE	TRUE	FALSE	TRUE
3958676;3958560	5.87315037825298	77	77	76	1.77208560054393	26	25	26	3958676	3958560	chr11	96300290	96300786	chr11	96343553	96345280	58.871026728984	76	24.7792756443727	21.4134786048551	77	24.565164993216	Hoxb3	3.64705139631213	4.26690018722668	1.54995280909924	1.4143262246623	TRUE	TRUE	FALSE	TRUE
3958676;3958562	5.30689588507167	72	81	61	2.82811581708939	33	28	38	3958676	3958562	chr11	96300820	96301748	chr11	96343553	96345280	61.9292618837365	61	27.7527887216974	31.2966225763267	72	31.1788632606204	Hoxb3	3.79773325624379	3.32423707679023	2.03706930542627	2.13362718038043	TRUE	TRUE	FALSE	TRUE
3958676;3958563	5.87807676407433	79	96	57	3.45198031134257	40	42	39	3958676	3958563	chr11	96301749	96302040	chr11	96343553	96345280	73.397643714058	57	41.6291830825462	32.1202179072827	79	37.7925615280247	Hoxb3	4.50084553428234	3.05331951122136	2.85044191500508	2.4833526238018	TRUE	TRUE	FALSE	TRUE
3958676;3958566	6.3954356707394	86	98	70	3.71886579199233	38	43	34	3958676	3958566	chr11	96302590	96302986	chr11	96343553	96345280	74.9267612914342	70	42.6203541083211	28.0022412525028	86	35.9029334516235	Hoxb3	4.52127270361925	3.74193623384003	3.17315285148516	2.10569053335053	TRUE	TRUE	FALSE	TRUE
3958676;3958567	5.99980907516141	91	107	72	3.55305002042079	37	34	40	3958676	3958567	chr11	96302987	96303361	chr11	96343553	96345280	81.8077903896272	72	33.6998148763469	32.9438132382386	91	34.9581194134228	Hoxb3	4.160063084462	3.82651336644827	2.437393806848	2.49458576996303	TRUE	TRUE	FALSE	TRUE
3958676;3958571	7.5041280063389	111	129	88	5.03236763023109	53	58	48	3958676	3958571	chr11	96303770	96304264	chr11	96343553	96345280	98.6280837407655	88	57.4879194949447	39.5325758858864	111	50.0751440246327	Hoxb3	5.89617622952254	4.65425481523853	4.26802016621194	2.6171360257201	TRUE	TRUE	TRUE	TRUE
3958676;3958584	5.30258956093722	85	93	74	2.82243848601409	40	37	43	3958676	3958584	chr11	96309046	96309674	chr11	96343553	96345280	71.1039673479937	74	36.6733279536716	35.4145992311065	85	37.7925615280247	Hoxb3	3.70980007635951	3.43708302903279	2.11542509431791	2.38217230329733	TRUE	TRUE	TRUE	TRUE
3958676;3958608	5.09373147597881	114	126	99	5.77430171758659	75	63	86	3958676	3958608	chr11	96317195	96318052	chr11	96343553	96345280	96.3344073747012	99	62.4437746238192	70.8291984622131	114	70.8610528650463	Hoxb3	3.43433947669482	3.69686329252754	3.27797598040902	3.97521648637783	TRUE	TRUE	TRUE	TRUE
3958676;3958841	2.847967654598	34	33	36	5.46401564390741	38	33	43	3958676	3958841	chr11	96406590	96407047	chr11	96343553	96345280	25.2304400267074	36	32.708643850572	35.4145992311065	34	35.9029334516235	Hoxb3	1.86306199005402	2.49677120243425	3.26766688323551	3.65510209709145	TRUE	TRUE	FALSE	FALSE
3958676;3959148	1.87276186238652	15	17	13	6.3041547893756	21	14	26	3958676	3959148	chr11	96530325	96533281	chr11	96343553	96345280	12.9974994076978	13	13.8763943608487	21.4134786048551	15	19.841094802213	Hoxb3	1.43740277631358	1.55834883817314	2.60876969562926	4.59648720671061	TRUE	TRUE	FALSE	FALSE
3958676;3959160	1.96096124284155	13	16	10	5.91675376133645	22	20	24	3958676	3959160	chr11	96536113	96537201	chr11	96343553	96345280	12.2329406190097	10	19.8234205154982	19.7662879429432	13	20.7859088404136	Hoxb3	1.71566291970862	0.976688791182045	4.29044924505048	3.34722941632628	TRUE	TRUE	FALSE	FALSE
3958676;3959166	1.98697844316027	13	15	11	5.08250194042533	19	11	25	3958676	3959166	chr11	96538695	96539181	chr11	96343553	96345280	11.4683818303216	11	10.902881283524	20.5898832738992	13	17.9514667258117	Hoxb3	1.55681922905045	1.19611415039862	1.87055805669788	3.90418903764079	TRUE	TRUE	FALSE	FALSE
3958676;3959172	4.78477482774729	22	28	15	7.1995931646448	25	21	28	3958676	3959172	chr11	96539974	96541708	chr11	96343553	96345280	21.4076460832669	15	20.8145915412731	23.0606692667671	22	23.6203509550154	Hoxb3	3.9243933559697	2.05220520685504	4.64380559588358	4.54011110102272	TRUE	TRUE	FALSE	FALSE
3958676;3959180	5.18341767160722	23	28	16	4.39754880108632	17	16	18	3958676	3959180	chr11	96543676	96544158	chr11	96343553	96345280	21.4076460832669	16	15.8587364123985	14.8247159572074	23	16.0618386494105	Hoxb3	3.98320337330575	2.29797043590446	3.30279173435014	3.0037348978397	TRUE	TRUE	FALSE	FALSE
3958676;3959185	1.46994480689339	11	14	7	5.64728308551178	20	18	22	3958676	3959185	chr11	96545307	96546779	chr11	96343553	96345280	10.7038230416335	7	17.8410784639484	18.1190972810313	11	18.8962807640123	Hoxb3	1.42775595406317	0.378738777048458	3.89640600995824	3.95230387675146	TRUE	TRUE	FALSE	FALSE
3958676;3959194	4.68738381434938	21	27	14	7.0002695068636	23	20	26	3958676	3959194	chr11	96550095	96550596	chr11	96343553	96345280	20.6430872945788	14	19.8234205154982	21.4134786048551	21	21.7307228786142	Hoxb3	3.91690073574077	1.92645920725269	4.54081569625311	4.96130769433714	TRUE	TRUE	FALSE	FALSE
3958676;3959195	2.12318972105168	13	14	12	6.17616420372634	21	14	26	3958676	3959195	chr11	96550597	96551001	chr11	96343553	96345280	10.7038230416335	12	13.8763943608487	21.4134786048551	13	19.841094802213	Hoxb3	1.46113178498094	1.48779579280504	2.82149532731559	4.97026356621598	TRUE	TRUE	FALSE	FALSE
3958676;3959196	4.71460520537567	21	26	14	5.10136280706316	19	13	24	3958676	3959196	chr11	96551002	96552044	chr11	96343553	96345280	19.8785285058907	14	12.8852233350738	19.7662879429432	21	17.9514667258117	Hoxb3	3.74764538672733	1.93722888140016	2.54184726592442	3.9001956583983	TRUE	TRUE	FALSE	FALSE
3958676;3959200	2.46012944353408	14	14	15	5.39032018836466	19	14	23	3958676	3959200	chr11	96552351	96553079	chr11	96343553	96345280	10.7038230416335	15	13.8763943608487	18.9426926119872	14	17.9514667258117	Hoxb3	1.47470558376178	2.17195168501942	2.84310389914746	4.29590093575979	TRUE	TRUE	FALSE	FALSE
3958676;3959203	3.1146089129668	16	21	9	7.36221347251474	22	14	28	3958676	3959203	chr11	96553329	96553990	chr11	96343553	96345280	16.0557345624502	9	13.8763943608487	23.0606692667671	16	20.7859088404136	Hoxb3	2.82259817989358	0.837983731895354	2.85377235476328	5.50379213997311	TRUE	TRUE	FALSE	FALSE
3958676;3959210	5.15674649285921	22	27	15	2.96221998961595	14	10	17	3958676	3959210	chr11	96555772	96556180	chr11	96343553	96345280	20.6430872945788	15	9.91171025774909	14.0011206262514	22	13.2273965348086	Hoxb3	4.02126672569156	2.20536594083207	1.47766835235478	2.46990602292211	TRUE	TRUE	FALSE	FALSE
3958676;3959215	3.01230988889036	17	21	12	5.62862691004869	18	21	15	3958676	3959215	chr11	96556677	96557398	chr11	96343553	96345280	16.0557345624502	12	20.8145915412731	12.3539299643395	17	17.0066526876111	Hoxb3	2.8675681680217	1.53248357512838	4.9596182756062	2.44002845028478	TRUE	TRUE	FALSE	FALSE
3958676;3959220	4.54183908087561	20	19	21	8.08382077779437	27	23	30	3958676	3959220	chr11	96558250	96559376	chr11	96343553	96345280	14.526616985074	21	22.7969335928229	24.707859928679	20	25.5099790314167	Hoxb3	2.49808091808661	3.61923218249903	4.77737354195138	5.31744211571168	TRUE	TRUE	FALSE	FALSE
3958676;3959222	2.88294675489119	15	17	13	5.69310367860083	18	15	21	3958676	3959222	chr11	96559710	96560174	chr11	96343553	96345280	12.9974994076978	13	14.8675653866236	17.2955019500753	15	17.0066526876111	Hoxb3	2.11670651344894	1.78416863559171	3.22290693197962	3.93015218897835	TRUE	TRUE	FALSE	FALSE
3958676;3959224	4.58702778379685	20	24	16	5.34205858660123	20	18	21	3958676	3959224	chr11	96560184	96561603	chr11	96343553	96345280	18.3494109285145	16	17.8410784639484	17.2955019500753	20	18.8962807640123	Hoxb3	3.51566195679247	2.48862032489675	4.13394053897392	3.08287747894295	TRUE	TRUE	FALSE	FALSE
3958676;3959231	1.00416932184902	9	9	8	6.53574891264524	21	24	19	3958676	3959231	chr11	96564902	96565206	chr11	96343553	96345280	6.88102909819294	8	23.7881046185978	15.6483112881634	9	19.841094802213	Hoxb3	0.564288484511392	0.651630114267759	6.03372165479068	3.50963824669525	TRUE	TRUE	FALSE	FALSE
3958676;3959263	1.73536943419903	12	14	9	5.28738826032462	19	17	20	3958676	3959263	chr11	96577316	96578093	chr11	96343553	96345280	10.7038230416335	9	16.8499074381734	16.4719066191193	12	17.9514667258117	Hoxb3	1.65845167838155	0.941355573689474	3.65851416972743	3.3814855746765	TRUE	TRUE	TRUE	FALSE
3958676;3959265	1.08758258034747	9	9	10	8.57348616494596	23	24	22	3958676	3959265	chr11	96578169	96579142	chr11	96343553	96345280	6.88102909819294	10	23.7881046185978	18.1190972810313	9	21.7307228786142	Hoxb3	0.605810231201835	1.19436217748133	6.34869543793547	4.47669691064679	TRUE	TRUE	TRUE	FALSE
3958676;3959268	1.76979819269859	11	9	13	5.64572991552618	17	18	16	3958676	3959268	chr11	96579625	96580356	chr11	96343553	96345280	6.88102909819294	13	17.8410784639484	13.1775252952955	11	16.0618386494105	Hoxb3	0.610052492997976	1.95477230508621	4.44172239859169	2.91987495931598	TRUE	TRUE	TRUE	FALSE
3958676;3959273	2.84309182518147	14	18	10	5.68347497690744	17	14	19	3958676	3959273	chr11	96581498	96582220	chr11	96343553	96345280	13.7620581963859	10	13.8763943608487	15.6483112881634	14	16.0618386494105	Hoxb3	2.55534750482344	1.21227181101159	3.17553168094514	3.73382396564886	TRUE	TRUE	TRUE	FALSE
3958676;3959277	3.60015232112482	16	18	13	7.21818248967289	20	16	24	3958676	3959277	chr11	96583666	96584304	chr11	96343553	96345280	13.7620581963859	13	15.8587364123985	19.7662879429432	16	18.8962807640123	Hoxb3	2.57933444247305	1.98971317165941	3.8527079601157	5.09804485093898	TRUE	TRUE	TRUE	FALSE
3958676;3959286	2.18544319555477	12	13	10	5.67106851150835	18	17	18	3958676	3959286	chr11	96586457	96586998	chr11	96343553	96345280	9.93926425294536	10	16.8499074381734	14.8247159572074	12	17.0066526876111	Hoxb3	1.50785376529726	1.23984544041522	4.22077404958608	3.01353493479219	TRUE	TRUE	FALSE	FALSE
3958676;3959309	1.55188689610241	10	11	9	6.99292956661214	19	13	24	3958676	3959309	chr11	96595510	96596141	chr11	96343553	96345280	8.41014667556915	9	12.8852233350738	19.7662879429432	10	17.9514667258117	Hoxb3	1.11600256776025	1.02584315152267	2.99778282525469	5.31500764592355	TRUE	TRUE	TRUE	FALSE
3958676;3959316	0.857214611868764	8	8	8	5.24509104871548	18	16	20	3958676	3959316	chr11	96597501	96598085	chr11	96343553	96345280	6.11647030950483	8	15.8587364123985	16.4719066191193	8	17.0066526876111	Hoxb3	0.441852645098502	0.767235202400533	3.40584357417583	3.63597392868603	TRUE	TRUE	FALSE	FALSE
3958676;3959319	1.08799005393012	10	10	10	5.93693876003452	18	14	21	3958676	3959319	chr11	96599094	96600815	chr11	96343553	96345280	7.64558788688104	10	13.8763943608487	17.2955019500753	10	17.0066526876111	Hoxb3	0.592198203998954	1.31684888002189	3.38560001580399	4.54362194339293	TRUE	TRUE	FALSE	FALSE
3958676;3959342	0.574909095154103	7	6	8	5.78297829537352	16	12	20	3958676	3959342	chr11	96613360	96614149	chr11	96343553	96345280	4.58735273212863	8	11.8940523092989	16.4719066191193	7	15.1170246112099	Hoxb3	0.00347158622336607	0.82985660554038	2.82708842472078	4.46417539701208	TRUE	TRUE	FALSE	FALSE
3958676;3959344	0	6	8	3	7.25201730327215	20	16	23	3958676	3959344	chr11	96614528	96615377	chr11	96343553	96345280	6.11647030950483	3	15.8587364123985	18.9426926119872	6	18.8962807640123	Hoxb3	0.223918634236021	0	4.28666084420608	5.37226152840208	TRUE	TRUE	FALSE	FALSE
3958676;3959349	1.34462127071173	9	11	6	5.87116987255882	16	15	17	3958676	3959349	chr11	96618171	96619028	chr11	96343553	96345280	8.41014667556915	6	14.8675653866236	14.0011206262514	9	15.1170246112099	Hoxb3	1.23995391854062	0.271826210147749	3.9714851179371	3.63587799886343	TRUE	TRUE	FALSE	FALSE
3958676;3959355	1.79607629594491	11	14	7	6.50594356659707	17	13	20	3958676	3959355	chr11	96622627	96623749	chr11	96343553	96345280	10.7038230416335	7	12.8852233350738	16.4719066191193	11	16.0618386494105	Hoxb3	1.54482353171697	0.574460339392576	3.28796578033088	4.60419641790718	TRUE	TRUE	TRUE	FALSE
3958676;3959357	2.56058666007126	13	16	9	5.99485813436376	16	10	21	3958676	3959357	chr11	96624462	96626375	chr11	96343553	96345280	12.2329406190097	9	9.91171025774909	17.2955019500753	13	15.1170246112099	Hoxb3	2.00162909191106	1.17548691696331	2.19241653771161	4.94422652087985	TRUE	TRUE	FALSE	FALSE
3958676;3959367	1.8307419244559	10	14	5	6.24767610392179	18	12	23	3958676	3959367	chr11	96630299	96631400	chr11	96343553	96345280	10.7038230416335	5	11.8940523092989	18.9426926119872	10	17.0066526876111	Hoxb3	2.08939549887889	0	2.64086464133987	5.65487389498307	TRUE	TRUE	FALSE	FALSE
3958676;3959406	2.37930902160412	11	15	5	5.19575667736156	14	19	9	3958676	3959406	chr11	96644886	96645747	chr11	96343553	96345280	11.4683818303216	5	18.8322494897233	7.4123579786037	11	13.2273965348086	Hoxb3	2.48952652366082	0.0141531260203589	5.91487404290152	1.36065688857663	TRUE	TRUE	TRUE	FALSE
3958676;3959434	2.0580368032852	10	11	9	5.96245219293032	16	12	20	3958676	3959434	chr11	96658132	96658786	chr11	96343553	96345280	8.41014667556915	9	11.8940523092989	16.4719066191193	10	15.1170246112099	Hoxb3	1.47730959952121	1.35866372895743	3.25937367805855	5.13716896549953	TRUE	TRUE	FALSE	FALSE
3958676;3959446	3.97202226763625	14	17	10	6.09494777319321	15	12	17	3958676	3959446	chr11	96664697	96665401	chr11	96343553	96345280	12.9974994076978	10	11.8940523092989	14.0011206262514	14	14.1722105730093	Hoxb3	3.27160456329401	1.73801193462794	3.32447457294538	4.20416383262787	TRUE	TRUE	FALSE	FALSE
3958676;3959448	0.371818077327383	6	7	4	5.52411061870219	14	11	17	3958676	3959448	chr11	96667139	96667584	chr11	96343553	96345280	5.35191152081673	4	10.902881283524	14.0011206262514	6	13.2273965348086	Hoxb3	0.366056753640562	0	2.92561041288454	4.23309388887948	TRUE	TRUE	TRUE	FALSE
3958676;3959473	3.17036071672797	12	13	10	8.82376826038646	19	20	18	3958676	3959473	chr11	96676549	96678270	chr11	96343553	96345280	9.93926425294536	10	19.8234205154982	14.8247159572074	12	17.9514667258117	Hoxb3	2.20492738030247	1.8253607382879	6.9280418319759	4.71601144662043	TRUE	TRUE	FALSE	FALSE
3958676;3959481	0.857595593046369	7	8	5	5.10339052206981	13	14	12	3958676	3959481	chr11	96680858	96681278	chr11	96343553	96345280	6.11647030950483	5	13.8763943608487	9.88314397147159	7	12.282582496608	Hoxb3	0.707014454612269	0.0673370951292611	4.36078107479225	2.60723502405098	TRUE	TRUE	FALSE	FALSE
3958676;3959915	5.9257206898586	13	14	11	4.86986999101975	11	10	12	3958676	3959915	chr11	96854820	96855567	chr11	96343553	96345280	10.7038230416335	11	9.91171025774909	9.88314397147159	13	10.3929544202068	Hoxb3	4.39661342575202	3.846997413483	3.60438526859095	4.09527783276066	TRUE	TRUE	FALSE	FALSE
3958676;3960283	5.23777505249434	10	8	12	0	3	2	3	3958676	3960283	chr11	97012324	97013398	chr11	96343553	96345280	6.11647030950483	12	1.98234205154982	2.4707859928679	10	2.83444211460185	Hoxb3	2.46365415623227	6.31199055412371	0	0	TRUE	TRUE	FALSE	FALSE
3958676;3960305	5.28781753130363	10	10	10	0	3	1	4	3958676	3960305	chr11	97018189	97018450	chr11	96343553	96345280	7.64558788688104	10	0.991171025774909	3.29438132382386	10	2.83444211460185	Hoxb3	3.79981836572087	4.86507522334183	0	0.124391869090889	TRUE	TRUE	FALSE	TRUE
3958676;3960319	5.32786558979026	10	10	9	0.0811986712615056	4	2	6	3958676	3960319	chr11	97022112	97023267	chr11	96343553	96345280	7.64558788688104	9	1.98234205154982	4.9415719857358	10	3.77925615280247	Hoxb3	3.83741569465478	4.14712436870661	0	1.14282926704147	TRUE	TRUE	TRUE	FALSE
